name,rate,votes,location,online_order,book_table,general_sentiment,food_sentiment,service_sentiment,place_sentiment,date_column
Sugar Stars Co,Not Rated,0,Basavanagudi,No,No,Positive,Neutral,Neutral,Neutral,
Bombay Kulfis,Not Rated,0,JP Nagar,No,No,Negative,Neutral,Neutral,Neutral,
Kadamba Classic,3.6/5,16,Mysore Road,No,No,Positive,Neutral,Neutral,Neutral,
RS Shiv Sagar,3.7/5,217,Basavanagudi,No,No,Positive,Neutral,Neutral,Neutral,
Kholi Mane,3.6/5,46,Basavanagudi,No,No,Positive,Neutral,Neutral,Neutral,
Harshi Super Sandwich,3.8/5,148,Basavanagudi,No,No,Positive,Neutral,Neutral,Neutral,
Cake Yard,3.4/5,30,Basavanagudi,No,No,Positive,Neutral,Neutral,Neutral,
Rosewood International Hotel - Bar & Restaurant,3.6/5,8,Mysore Road,No,No,Positive,Neutral,Neutral,Neutral,
Sri Udupi Veg,3.3/5,4,Jayanagar,No,No,Negative,Neutral,Neutral,Neutral,
Cake Art,3.5/5,15,Basavanagudi,No,No,Positive,Neutral,Neutral,Neutral,
Aahar Cafe,Not Rated,0,Basavanagudi,No,No,Positive,Neutral,Neutral,Neutral,
Akash Gowdru Biryani Center,Not Rated,0,Uttarahalli,No,No,Negative,Neutral,Neutral,Neutral,
New Sri Udupi Restaurant,Not Rated,0,Jayanagar,No,No,Negative,Neutral,Neutral,Neutral,
Potato House,3.4/5,9,Uttarahalli,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Biriyani Counter,Not Rated,0,Vijay Nagar,No,No,Positive,Neutral,Neutral,Neutral,
Matru Sagar,3.7/5,31,Mysore Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Ugadi,2.9/5,177,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
" """"RATED\n  The food here is just about an average", ('Rated 2.5', 'RATED\n  The first time I visited this place I had a good experience, ('Rated 3.0', neither it's too good nor its bad.\nThe starters taste needs a Lil improvement.\nWorth a try," the service is good as well."""")",Negative,Neutral,Neutral,Neutral,
Sri Krishna Sweets,3.7/5,22,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
In Time Cane Juice,3.5/5,10,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Subway,3.7/5,136,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Daal Roti,2.9/5,35,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
The Lassi Park,4.1/5,185,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Coffee Day,3.2/5,17,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
A2B - Adyar Ananda Bhavan,3.8/5,155,Mysore Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Srikrishna Bhavan,3.8/5,42,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Timepass Dinner,3.8/5,286,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Green Gardenia,3.8/5,160,Banashankari,Yes,No,Positive,Positive,Neutral,Positive,
J Spice,3.8/5,59,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Karavali Family Restaurant,3.5/5,90,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Karavali Lunch Home,3.7/5,51,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Hatti Kaapi,4.0/5,89,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kolkata Kathi Roll's,3.6/5,18,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Upahara Darshini,3.9/5,40,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
The Chaat Shop,2.5/5,35,Basavanagudi,Yes,No,Negative,Neutral,Neutral,Neutral,
Anda Ka Funda,3.4/5,89,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Shri Vinayaka Ice N Juice,3.2/5,11,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
My Tea House,3.6/5,62,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Ibaco,3.9/5,33,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Jalaram Sweets,3.8/5,32,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Samskruti - Sanman Gardenia,4.1/5,139,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Bendakaluru Bytes,3.2/5,154,Vijay Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cocoa Bakes,3.6/5,14,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Chumma Delicious,3.7/5,237,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
New Prashanth Hotel,3.9/5,388,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
SSV Upahar,NEW,0,Jayanagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Dwaraka Grand,3.9/5,128,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Gufha - The President Hotel,4.1/5,1875,Jayanagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Cafe Vivacity,3.8/5,90,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Tanna's Kitchen,3.1/5,7,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Shree Mandarathi Grand,3.7/5,38,Uttarahalli,Yes,No,Positive,Neutral,Neutral,Neutral,
Mojo Pizza - 2X Toppings,4.2/5,179,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Iceberg Icecreams,4.0/5,43,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
South Kitchen,4.3/5,275,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Chung Wah,3.7/5,323,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Shanthi Sagar,3.1/5,28,Uttarahalli,Yes,No,Positive,Neutral,Neutral,Neutral,
Millet Mama,3.9/5,18,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Bangarpet Chat Express,3.3/5,6,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
South Cool Point,Not Rated,0,Basavanagudi,Yes,No,Negative,Neutral,Neutral,Neutral,
Prems Graama Bhojanam,4.3/5,322,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Java City,2.6/5,157,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kamat Bugle Rock,3.9/5,543,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Woodee Pizza,3.7/5,180,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Puliyogare Point,4.2/5,444,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Bangalore Agarwal Bhavan,3.9/5,134,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Rustic Stove,3.8/5,577,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Udupi Ruchi Grand,4.2/5,60,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
De Thaali,3.9/5,144,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Spice Elephant,4.1/5,787,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Just Thindi,3.6/5,16,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Matru Sagar,3.6/5,84,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Vasanth Vihar - Since 1965,3.6/5,95,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Sea Spice by 7 Star,4.0/5,349,Banashankari,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Desi Dawat,3.7/5,248,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Aira,4.1/5,216,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Donne Biriyani combos,Not Rated,0,Kumaraswamy Layout,Yes,No,Negative,Neutral,Neutral,Neutral,
Penthouse Cafe,4.0/5,324,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Mast Punjabi,2.6/5,231,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  bad quality'), ('Rated 1.0', 'RATED\n  Bad taste'), 'RATED\n  tawa roti required to be improve'), ('Rated 1.0'," """"RATED\n  just some onion's and nothing else at all"""")",Negative,Neutral,Neutral,Neutral,
South Grand,3.4/5,102,Uttarahalli,Yes,No,Positive,Neutral,Neutral,Neutral,
Catch-up-ino,3.9/5,133,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
The Pizzeria,2.8/5,45,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Zone,3.9/5,149,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Ruchis Point,3.8/5,75,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Firangi Bake,4.0/5,53,Rajarajeshwari Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Royal Corner - Pai Viceroy,4.2/5,815,Jayanagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Hara Fine Dine,4.0/5,633,Banashankari,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Chocoberry,3.5/5,56,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Dakshin Grand,3.0/5,82,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Sandwichwallas,3.7/5,35,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Chai Mane,3.6/5,20,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
SLV Upachar,3.1/5,14,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Waffle-A-Go Go,3.9/5,70,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Cross Road Cafe,3.9/5,91,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Anand Donne Biriyani,3.6/5,45,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Seven Star,3.4/5,7,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Stop 'N' Joy,3.8/5,28,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Yaksha Shiv Sagar,3.6/5,24,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Fudge,3.8/5,36,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Just Bunny,3.5/5,11,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Bakers Town,3.8/5,77,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Shree Mahalakshmi Sweets,3.2/5,8,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Kaapi Kendra,3.7/5,14,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Ivy,3.8/5,210,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
The Airos,4.1/5,130,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Chai Kraft,4.1/5,30,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kirthi's Biryani,3.8/5,144,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
South Point Pub,3.4/5,11,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
The Trundle,3.7/5,133,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Krishna Grand Xpress,4.0/5,136,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Krishna Darshini,3.1/5,4,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Shringar Sweets & Snacks,3.5/5,11,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Udupi Grand,3.8/5,74,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Ganesh Grand,3.7/5,30,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Shreyas Upahar & Burger Point,3.0/5,7,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Coffee Tindi,3.8/5,75,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Little Cafe,3.7/5,54,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Mumbai Badam Milk & Lassi Center,3.6/5,23,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Krishna Sagar,3.2/5,119,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Mylari Biryani Family Restaurant,3.7/5,73,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
1980s Games Cafe,3.4/5,58,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Kadala Tarangaa,3.6/5,129,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  Not good in taste...'), ('Rated 1.0', 'RATED\n  I love that place...\nVery testy tandoori yammi sea foods\nBangda masala fry is very nice\nPaneer patrani tikka its very spl\nAll food r very very testy'), 'RATED\n  order delivered by 4:45 and delivery time was 3:17. coming to packaging it was worst all food was mixed. and I experienced very bad'), ('Rated 4.0', 'RATED\n  food is good.. but delivery is not satisfactoy'),Negative,Neutral,Neutral,Neutral,
Namma Biryani,3.6/5,24,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Nandhanu's Rasoi,3.0/5,175,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Pork Paradise,3.7/5,21,Mysore Road,Yes,No,Positive,Neutral,Neutral,Neutral,
As On Fire,3.5/5,41,South Bangalore,Yes,No,Positive,Neutral,Neutral,Neutral,
J K Fish Land,3.6/5,35,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Curry Leaves,4.1/5,176,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Lassi Shop,3.5/5,45,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Magic Meals,3.7/5,47,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Desi Cream Junction,3.7/5,36,Jayanagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Drunken Monkey,3.8/5,52,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Ruchi's Corner,2.7/5,123,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Tandoori Bytes,3.6/5,59,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Bangalore Donne Biriyani,3.2/5,4,Kumaraswamy Layout,Yes,No,Negative,Neutral,Neutral,Neutral,
SGS Non Veg - Gundu Pulav,3.8/5,101,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Keventers,3.7/5,54,Banashankari,Yes,No,Negative,Neutral,Neutral,Neutral,
Sree Sagar,Not Rated,0,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Navi Food Point,3.6/5,22,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Shawarma Inc,3.1/5,31,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
The Cafe Nuts and Bolts,3.0/5,29,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
AM WOW,3.4/5,6,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Lalbagh Grand,3.0/5,22,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Funjabi Curries,2.9/5,11,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Eat Repeat,3.9/5,101,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Salut,4.1/5,442,Jayanagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Nammura Donne Biriyani,3.5/5,155,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Lassi Stop,3.4/5,12,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Dakshin Kitchen,3.6/5,15,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Sai Cafe,3.5/5,10,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Sai 99 Variety Dosa,3.8/5,25,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Utsav Restaurant,3.8/5,61,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Crunch and Munch,3.7/5,23,Uttarahalli,Yes,No,Positive,Neutral,Neutral,Neutral,
Food Geek,3.8/5,25,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Krishna Aramane,3.7/5,40,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Great Indian Rolls,3.3/5,4,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Chats Point,3.4/5,8,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Food Point,3.5/5,32,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Swarga Ruchi,3.3/5,10,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Kolkata King,3.4/5,6,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Sandwich Mama's And Frozen Monster,3.8/5,53,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
New Rajadhani Spicy,3.7/5,67,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Big Mishra Pedha,2.9/5,23,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
VEGeatz,3.4/5,19,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Foodizo,3.6/5,24,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Food Springs,4.0/5,232,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  We had been there to have Paneer pops cos apparently this is the only place where we can get them. Unfortunately they did not have it that day," """"RATED\n  Awesome lip smacking indo-Chinese food... Each time we've visited ourselves and/or with friends/family members all of us have liked it so much that we've made it as a mandatory spot to have at least one item here everytime we pass by."""")", ('Rated 4.5', the seating is a problem otherwise the food is really tasty.. I've tried the Manchurian, and we had to settle in for honey chilli potato which was awful. And the ambience here is bad too.'), ('Rated 5.0',Negative,Neutral,Neutral,Neutral,
Chung's Chinese Corner,3.9/5,221,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Eurasia Pasta and Barbeque by Little Italy,4.1/5,1063,Jayanagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Goli Vada Pav No. 1,3.7/5,93,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Ragoo's,3.9/5,233,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Pure & Natural,3.9/5,211,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Maiyas,4.0/5,1778,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Sip n Dine,3.6/5,218,Vijay Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Mondo,3.7/5,514,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Jalpaan,4.0/5,866,Jayanagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Kataria's Pakwan,3.2/5,96,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  Regret ordering from this place. No timeliness on delivery. Ridiculous if over committed should let customers know and let them seek other option s instead of making them wait endlessly. Would never recommend this place for home delivery. Not sure of the services at the place.'), also the owner said if u take the monthly membership, u get further discount. ye sun ke mere to aasu hi aa gaye. try this place once, ('Rated 3.0', ('Rated 4.5', 'RATED\n  finally my 2 month search of good north indian food came to an end at this place. this place has at lot to offer in different combos,Positive,Neutral,Neutral,Positive,
Juicy Momos,3.5/5,80,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Amande Patisserie,4.0/5,73,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Anand Sweets and Savouries,3.9/5,84,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Chicken Hunt,3.5/5,88,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Swadesh Tadka,3.5/5,179,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Cane-O-La,3.8/5,61,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
New Biryani Mane,3.7/5,128,Uttarahalli,Yes,No,Negative,Neutral,Neutral,Neutral,
Upahara Darshini,3.8/5,339,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Karnataka Bhel House,4.1/5,449,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Sreeraj Lassi Bar,4.1/5,210,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Juice Junction Food Court,3.7/5,57,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Bunt's Biriyani Palace,3.0/5,213,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
" """"RATED\n  Best place for chicken leg roast in whole bangalore.Even neer dosa is good.\nBiryani is not good.\nAmbience is not good.\nService is average.\n\nBill won't burn a hole in your pocket."""")", experience is very bad," first of all they don't know how to cook biriyani. They use very poor quality rice in biriyani the taste is too bad. We asked for starter chicken 65 that was again pathetic. I will never recommend this place to anyone."""")", 'RATED\n  Nice one in surrounding areas. Leg roast is one of my favorite. Golden dry is also must taste. Biriyani is good compared to the other restaurants nearby. Try in once.'), ('Rated 1.0'," """"RATED\n  I visited this place recently",Positive,Neutral,Neutral,Neutral,
Chai Point,3.2/5,208,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
 ('Rated 4.0', 'RATED\n  No variety and all the items in menu are simple and have average taste. I expected a nice evening with tea but it fell down of all my expectations and I ended up with just the boring evening.'), ('Rated 1.0', ('Rated 5.0', 'RATED\n  Good food options available but the chai here is really up to mark and I kind of liked the packaging and the cups and stuff. The place is a bit small!'), ('Rated 2.5',Negative,Neutral,Neutral,Neutral,
Janahaar,3.8/5,70,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Redberrys,4.0/5,219,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Utsav,3.7/5,59,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Meat And Eat,3.1/5,10,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Snacks Bite,3.0/5,9,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
The Spice Saga,3.7/5,124,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Dakshin Cafe,3.7/5,19,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Mr. Parathewala,Not Rated,0,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kaulige Millet Corner,3.3/5,4,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Ifruit Ice Cream,3.3/5,4,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Havmor,3.8/5,21,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Grand Food,3.4/5,8,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Dining Hut,3.5/5,10,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
7 Hills Garden Restaurant,Not Rated,0,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Desi Swaad,3.5/5,10,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Yummy Momos,3.2/5,4,Kumaraswamy Layout,Yes,No,Positive,Neutral,Neutral,Neutral,
Masale Daan,3.1/5,4,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Manjunatha Tandoori Corner,Not Rated,0,Uttarahalli,Yes,No,Negative,Neutral,Neutral,Neutral,
Grow Fit,3.6/5,16,JP Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The House Of Vadapav,Not Rated,0,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Cutcakes,Not Rated,0,Kumaraswamy Layout,Yes,No,Negative,Neutral,Neutral,Neutral,
Lassi Spot,3.3/5,4,Kumaraswamy Layout,Yes,No,Negative,Neutral,Neutral,Neutral,
Sandwich Hub,3.4/5,12,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Healthy Bakes 'n' Brew,Not Rated,0,Jayanagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Udupi Sri Krishna Cafe,3.9/5,14,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Starlite Bakery & Fastfood,3.7/5,0,Jayanagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Veganbreak24x7,2.8/5,5,City Market,Yes,No,Positive,Neutral,Neutral,Neutral,
Aadhya Hotel,3.3/5,5,Basavanagudi,Yes,No,Negative,Neutral,Neutral,Neutral,
Dodda Mane Baaduta,3.5/5,15,Banashankari,Yes,No,Positive,Neutral,Neutral,Neutral,
Swadd Kitchen,3.4/5,4,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Nandini Milk Parlour and Restaurant,Not Rated,0,Mysore Road,Yes,No,Negative,Neutral,Neutral,Neutral,
Happy Chopsticks,3.6/5,17,Basavanagudi,Yes,No,Positive,Neutral,Neutral,Neutral,
Sai Super Sandwich,NEW,0,Banashankari,Yes,No,Negative,Neutral,Neutral,Neutral,
